symbol,entrez,ensembl
MCM5,4174,ENSG00000100297
MCM6,4175,ENSG00000076003
MEIS1,4211,ENSG00000143995
MEIS2,4212,ENSG00000134138
MKI67,4288,ENSG00000148773
MNAT1,4331,ENSG00000020426
MT2A,4502,ENSG00000125148
MTF2,22823,ENSG00000143033
MYBL2,4605,ENSG00000101057
MYC,4609,ENSG00000136997
NASP,4678,ENSG00000132780
NCL,4691,ENSG00000115053
NDC80,10403,ENSG00000080986
NEK2,4751,ENSG00000117650
NOLC1,9221,ENSG00000166197
NOTCH2,4853,ENSG00000134250
NSD2,7468,ENSG00000109685
NUMA1,4926,ENSG00000137497
NUP50,10762,ENSG00000093000
NUP98,4928,ENSG00000110713
NUSAP1,51203,ENSG00000137804
ODC1,4953,ENSG00000115758
ODF2,4957,ENSG00000136811
ORC5,5001,ENSG00000164815
ORC6,23594,ENSG00000091651
PAFAH1B1,5048,ENSG00000007168
PBK,55872,ENSG00000168078
PDS5B,23047,ENSG00000083642
PLK1,5347,ENSG00000166851
PLK4,10733,ENSG00000142731
PML,5371,ENSG00000140464
POLA2,23649,ENSG00000014138
POLE,5426,ENSG00000177084
POLQ,10721,ENSG00000051341
PRC1,9055,ENSG00000198901
PRIM2,5558,ENSG00000146143
PRMT5,10419,ENSG00000100462
PRPF4B,8899,ENSG00000112739
PTTG1,9232,ENSG00000164611
PTTG3P,26255,ENSG00000213005
PURA,5813,ENSG00000185129
RACGAP1,29127,ENSG00000161800
RAD21,5885,ENSG00000164754
RAD23B,5887,ENSG00000119318
RAD54L,8438,ENSG00000085999
RASAL2,9462,ENSG00000075391
RBL1,5933,ENSG00000080839
RBM14,10432,ENSG00000239306
RPA2,6118,ENSG00000117748
RPS6KA5,9252,ENSG00000100784
SAP30,8819,ENSG00000164105
SFPQ,6421,ENSG00000116560
SLC12A2,6558,ENSG00000064651
SLC38A1,81539,ENSG00000111371
SLC7A1,6541,ENSG00000139514
SLC7A5,8140,ENSG00000103257
SMAD3,4088,ENSG00000166949
SMARCC1,6599,ENSG00000173473
SMC1A,8243,ENSG00000072501
SMC2,10592,ENSG00000136824
SMC4,10051,ENSG00000113810
SNRPD1,6632,ENSG00000167088
SQLE,6713,ENSG00000104549
SRSF1,6426,ENSG00000136450
SRSF10,10772,ENSG00000188529
SRSF2,6427,ENSG00000161547
SS18,6760,ENSG00000141380
STAG1,10274,ENSG00000118007
STIL,6491,ENSG00000123473
STMN1,3925,ENSG00000117632
SUV39H1,6839,ENSG00000101945
SYNCRIP,10492,ENSG00000135316
TACC3,10460,ENSG00000013810
TENT4A,11044,ENSG00000112941
TFDP1,7027,ENSG00000198176
TGFB1,7040,ENSG00000105329
TLE3,7090,ENSG00000140332
TMPO,7112,ENSG00000120802
TNPO2,30000,ENSG00000105576
TOP1,7150,ENSG00000198900
TOP2A,7153,ENSG00000131747
TPX2,22974,ENSG00000088325
TRA2B,6434,ENSG00000136527
TRAIP,10293,ENSG00000183763
TROAP,10024,ENSG00000135451
TTK,7272,ENSG00000112742
UBE2C,11065,ENSG00000175063
UBE2S,27338,ENSG00000108106
UCK2,7371,ENSG00000143179
UPF1,5976,ENSG00000005007
WRN,7486,ENSG00000165392
XPO1,7514,ENSG00000082898
YTHDC1,91746,ENSG00000083896
YTHDC1,91746,ENSG00000275272
